,x,y,z,average3,average4,average5,complete3,complete4,complete5,single3,single4,single5,ward3,ward4,ward5
85,187.00744743562566,-71.84850131523207,-9.94408747877606,0,0,3,1,0,4,0,1,1,2,0,3
91,290.839668534195,-91.65870472270171,18.03113643421956,0,0,4,1,0,4,0,1,1,2,0,4
46,-145.71462931789276,-102.50246212788953,-60.9294303745229,0,3,1,2,2,0,0,1,1,0,2,2
52,312.6288666006449,-10.857325058206428,-22.0344436893832,0,0,4,1,0,4,0,1,1,2,0,4
132,148.2901582176959,-49.92401466168052,20.745341250574143,0,0,3,1,0,2,0,1,1,2,0,3
126,219.90155996044862,-59.098828916962034,-122.36718149008686,0,0,4,1,0,4,0,1,1,2,0,4
130,-126.83923779145162,6.117482109698605,-61.27565753775731,0,0,3,1,0,2,0,1,1,0,2,2
124,-88.84131600222068,32.16335090155648,115.02896999078544,0,3,1,2,2,0,0,1,1,0,2,2
118,-88.1828085643828,59.68395738192283,73.87350035435263,0,3,1,2,2,0,0,1,1,0,2,2
44,49.075017188184376,-78.40131720684514,-98.42190511764858,0,0,3,1,0,2,0,1,1,0,2,2
50,-122.21256721158457,-0.789013906690165,-38.3003372371481,0,0,3,1,0,2,0,1,1,0,2,2
78,292.98553919109014,18.806826884848004,-73.23124021838413,0,0,4,1,0,4,0,1,1,2,0,4
87,-10.326412573436762,-100.7057284801095,68.1339495012236,0,0,3,1,0,2,0,1,1,0,2,2
93,118.54669789813931,-64.89040851675927,69.38624701283501,0,0,3,1,0,2,0,1,1,2,0,3
92,-13.555291123080512,-111.64469739850453,40.981741029786235,0,0,3,1,0,2,0,1,1,0,2,2
86,-100.57436884746133,-69.46310056286033,37.82673649359845,0,0,3,1,0,2,0,1,1,0,2,2
79,-102.16919099958065,-38.426657197606396,-1.3237888068571457,0,0,3,1,0,2,0,1,1,0,2,2
51,-230.70795786530357,-82.39496690097417,325.7478549558723,2,2,2,0,1,1,0,0,4,1,1,0
45,174.03888067531028,0.9073723723636417,-61.33082709036866,0,0,3,1,0,4,0,1,1,2,0,3
119,108.49110480053224,-88.28544557612278,-146.85134470725492,0,0,3,1,0,2,0,1,1,2,0,3
125,131.76494186019877,-35.6363151287277,-116.37939914886192,0,0,3,1,0,2,0,1,1,2,0,3
131,-69.7251030987473,-105.24108706797398,46.66511051686701,0,0,3,1,0,2,0,1,1,0,2,2
109,-184.40200218306578,8.410023279708398,157.83837630560035,0,3,1,2,2,0,0,1,1,0,3,1
135,22.448080709798447,52.758534043289124,-9.006051106292103,0,0,3,1,0,2,0,1,1,0,2,2
121,-54.69269491022508,-109.48488720866251,135.17374557836115,0,3,1,2,2,0,0,1,1,0,2,2
69,-53.23907935193723,49.15863042231973,-135.47982262277316,0,0,3,1,0,2,0,1,1,0,2,2
41,-88.87110092892209,105.59215294465966,10.047396080779182,0,3,1,2,2,0,0,1,1,0,2,2
55,300.18533579071345,1.320482656348868,-19.474777793302408,0,0,4,1,0,4,0,1,1,2,0,4
82,-398.0771498541768,373.0655539567358,410.74437108659185,1,1,0,0,3,3,1,3,3,1,1,0
96,-57.568585213777034,-43.69643633231595,-107.62047459547645,0,0,3,1,0,2,0,1,1,0,2,2
97,-440.2026065117052,83.10802202644352,210.95720344324675,2,2,2,0,1,1,0,0,0,1,1,0
83,157.5862965551656,-85.24291124141226,-98.24035103404094,0,0,3,1,0,4,0,1,1,2,0,3
54,-3.152749891570809,-23.632367939161917,41.97811384742305,0,0,3,1,0,2,0,1,1,0,2,2
40,16.91303246083017,63.70500681988606,-123.00859449876043,0,0,3,1,0,2,0,1,1,0,2,2
68,-21.248597734610104,-5.86528703055291,-207.1968075458304,0,0,3,1,0,2,0,1,1,0,2,2
120,81.0479230181636,6.652451920554067,-98.94754786545225,0,0,3,1,0,2,0,1,1,2,0,3
134,20.408795068383277,-17.951126885002658,-62.983404572509734,0,0,3,1,0,2,0,1,1,2,0,3
108,50.99709136248721,43.14400145438673,-110.69446055283892,0,0,3,1,0,2,0,1,1,0,2,2
122,-235.17647037384427,-86.49427052792328,71.24272779755609,0,3,1,2,2,0,0,1,1,0,3,1
136,24.709472617238188,-73.53188854758498,-175.1838584089169,0,0,3,1,0,2,0,1,1,0,2,2
56,-17.66558884863491,-13.508468687500688,-200.30202689572312,0,0,3,1,0,2,0,1,1,0,2,2
42,-189.31810549480556,-116.80120727310089,60.388322962390085,0,3,1,2,2,0,0,1,1,0,3,1
95,-161.15709685261746,132.86826630277812,-0.4749438714069442,0,3,1,2,2,0,0,1,1,0,3,1
81,289.45271918127185,-62.95708903379489,35.17086391114081,0,0,4,1,0,4,0,1,1,2,0,4
80,-59.59019909123843,-91.39538495781017,-107.8678234476933,0,0,3,1,0,2,0,1,1,0,2,2
94,39.240262410692495,-138.8127382001941,-63.51316494697758,0,0,3,1,0,2,0,1,1,0,2,2
43,213.94554373340992,-12.11875834031501,-24.17485370690966,0,0,3,1,0,4,0,1,1,2,0,3
57,-78.71798977152126,127.58975304887386,118.30878284053372,0,3,1,2,2,0,0,1,1,0,3,1
137,-245.88745872336006,424.6823124263802,-21.73364929454223,2,2,2,0,1,1,0,0,0,1,1,0
123,302.89655745559827,35.73256186764446,-39.07388863895096,0,0,4,1,0,4,0,1,1,2,0,4
